4300000,0,0, Luke Sophinos ,59,7,0,0,2021,,
1100000,0,0, Sebastian Andreescu ,22,10,0,0,2021,,
11900000,0,0, Manu Sharma ,123,3,0,0,2021,,
7600000,0,0, Justin Antonipillai ,64,5,0,0,2021,,
5300000,0,0, Peter Sullivan ,88,8,0,0,2021,,
45800000,0,0, Ashley Marrama ,722,17,0,0,2021,,
6700000,0,0, Brad Paterson ,115,12,0,0,2021,,
4700000,0,0, Rakesh Barak ,102,9,0,0,2021,,
1500000,0,0, Scott Burns ,35,6,0,0,2021,,
1300000,0,0, Vitaliy Goncharuk ,15,11,0,3,2021,,
1400000,0,0, John Fohr ,29,3,0,0,2021,,
2500000,0,0, Ari Tuchman ,56,13,0,0,2021,,
50000000,0,0, Yossi Zekri ,210,21,0,0,2021,,
11500000,0,0, Abhishek Jha ,106,6,0,0,2021,,
11400000,0,0, Faisal Shah ,105,9,0,0,2021,,
664000,0,0, Chibeza Agley ,12,6,0,0,2021,,
25000000,0,0, Afif Khoury ,289,9,0,0,2021,,
1100000,0,0, Christoph Gugelmann ,26,5,0,0,2021,,
2400000,0,0, Dmitry Korolev ,41,6,0,0,2021,,
3900000,0,0, Murray Brozinksy ,48,7,0,0,2021,,
29300000,0,0, Fredrik Hamilton ,271,8,0,0,2021,,
2100000,0,0, Joel Neidig ,35,4,0,0,2021,,
4400000,0,0, Joel Hellermark ,61,5,0,0,2021,,
2500000,0,0, Boaz Mizrachi ,39,11,0,0,2019,,
3000000,0,0, Himanshu Aggarwal ,35,5,0,0,2018,,
5500000,0,0, Jianyu Tu ,55,5,0,0,2017,,
568200,0,0, Kelly Schaoenfeld ,6,4,0,0,2017,,
42000000,0,0, Pierre Schoeder ,247,22,0,0,2021,,
11200000,0,0, Jeorge Ladino ,254,36,0,0,2021,,
21800000,0,0, Dion Joannou ,311,17,0,0,2021,,
17700000,0,0, Jeremy Gulban ,326,38,0,0,2021,,
24000000,0,0, Scott Jones ,299,8,0,0,2021,,
10200000,0,0, Osmar Andre Mezetti Pedrozo ,249,24,0,0,2021,,
26200000,0,0, Keith Angell ,351,24,0,0,2021,,
22900000,0,0, Avi Raz Cohen ,335,13,0,0,2021,,
38500000,0,0, Roxana Bressy ,487,27,0,0,2021,,
18200000,0,0, Rob Mackay ,217,20,0,0,2021,,
27500000,0,0, Michael Kleeberg ,628,35,0,2000000000,2021,,
33000000,0,0, Andrew Fahey ,423,26,0,0,2021,,
10900000,0,0, Christian Reber ,180,11,0,0,2021,,
12900000,0,0, Jose Cerdan ,257,24,0,0,2021,,
12600000,0,0, Hardik Shah ,153,15,0,0,2021,,
73100000,0,0, Prakash Panjwani ,458,31,0,0,2021,,
25700000,0,0, Philippe Oleron ,490,49,0,0,2021,,
17400000,0,0, Karen Dobie ,353,50,0,0,2021,,
26600000,0,0, Kevin Sun ,343,12,0,0,2021,,
25200000,0,0, Andre Krumennauer ,362,12,0,0,2021,,
23700000,0,0, Eugene Calabria ,317,29,0,0,2021,,
27700000,0,0, Dirk Hoerig ,401,15,0,0,2021,,
99800000,0,0, Tim Collins ,1000,22,0,0,2021,,
170000000,0,0, Dimitri Boylan ,14000,12,0,0,2021,,
23200000,0,0, Karen Abramson ,513,37,0,0,2021,,
12300000,0,0, Tony Audino ,183,19,0,0,2021,,
12900000,0,0, Zachary Kestenbaum ,173,22,0,0,2021,,
10500000,0,0, Rod Ward ,281,122,0,0,2021,,
27400000,0,0, Tim Sykes ,987,22,0,0,2021,,
18000000,0,0, Steve Warren ,216,17,0,0,2021,,
11600000,0,0, Stephen Woodard ,366,45,0,0,2021,,
15800000,0,0, Mary Delaney ,377,20,0,0,2021,,
29000000,0,0, Miles Everson ,601,25,0,0,2021,,
10900000,0,0, Vincent Sciandra ,172,8,0,0,2021,,
125000000,0,0, Scott Decker ,631,22,0,0,2021,,
13900000,0,0, Rich Berner ,199,12,0,0,2021,,
13400000,0,0, Mustafa Pershawarwala ,573,19,0,0,2021,,
15200000,0,0, Rajat Lala ,227,7,0,0,2021,,
12100000,0,0, Gary Hart ,142,35,0,0,2021,,
37000000,0,0, Jonathan Anguelov ,471,7,0,0,2021,,
166900000,0,0, Steven M ,306,7,0,0,2021,,
11800000,0,0, Jeff Young ,257,5,0,0,2021,,
58600000,0,0, Safra Catz ,1000,26,0,0,2021,,
9700000,0,0, Gleb Polyakov ,191,8,0,0,2021,,
14500000,0,0, Taso Du Val ,2000,11,0,0,2021,,
11700000,0,0, Marco Limena ,240,25,0,0,2021,,
39900000,0,0, Yves Coulumb ,480,7,0,0,2021,,
7900000,0,0, Fabien Grenier ,67,6,0,0,2021,,
9300000,0,0, Angie Klein ,157,16,0,0,2021,,
23600000,0,0, Carlo Constanzia ,279,25,0,0,2021,,
3000000,0,0, Alejandro  Rivas-Miocud ,51,12,0,0,2021,,
4700000,0,0, Dave Elkington ,56,22,0,0,2021,,
5400000,0,0, Antoine Loron ,73,8,0,0,2021,,
2500000,0,0, John Wycoff ,43,18,0,0,2021,,
3900000,0,0, John Gehrig ,48,26,0,0,2021,,
69600000,0,0, George Colony ,2000,6,0,0,2021,,
30000000,0,0,,351,3,0,0,2021,,
3100000,0,0, Vijay Chittoor ,113,7,0,0,2021,,
22700000,0,0, Brad Levy ,451,42,0,0,2021,,
27100000,0,0, Dena Jones Trujillo ,2000,9,0,0,2021,,
5500000,0,0, Laura Moreno Cabanillas ,73,15,0,0,2021,,
3300000,0,0, Sebastian Scheele ,60,5,0,0,2021,,
6300000,0,0, Adena Friedman ,81,27,0,0,2021,,
5400000,0,0, Jazem Haliouli ,83,13,0,0,2021,,
9100000,0,0, Georges Karam ,108,49,0,0,2021,,
5900000,0,0, Yuanyuan Zhou ,96,9,0,0,2021,,
4099999.9999999995,0,0, Ivan Sumin ,49,7,0,0,2021,,
2600000,0,0, Dan Bodner ,33,23,0,0,2021,,
2500000,0,0, Leonardo Michelena ,44,13,0,0,2021,,
3700000,0,0, Vijay Raj ,44,7,0,0,2021,,
3100000,0,0, Carlos Albuquerque ,124,20,0,0,2021,,
6000000,0,0, Etien D'Hollander ,78,0,0,0,2021,,
2600000,0,0, Kathryn Lewis ,36,9,0,0,2021,,
3000000,0,0, Daniel Schnaider ,124,27,0,0,2021,,
2500000,0,0, Celemns Molinari ,31,11,0,0,2021,,
3200000,0,0, Soeren Brogaard ,205,23,0,0,2021,,
2700000,0,0, Laura Núñez Casamor ,47,9,0,0,2021,,
11300000,0,0, Akira Yokoichi ,191,39,0,0,2021,,
6300000,0,0, Brian Kibby ,198,0,0,0,2021,,
67800000,0,0, Charles Weinstein ,1000,56,0,0,2021,,
3400000,0,0, Johan Backarlin ,129,16,0,0,2021,,
3600000,0,0, Mike Salvino ,47,17,0,0,2021,,
4400000,0,0, Adrian Robinson ,111,30,0,0,2021,,
2400000,0,0, Vaibhav Mehrotra ,38,2,0,0,2021,,
7000000,0,0, Mike Muller ,100,9,0,0,2021,,
97100000,0,0, Chris Riegel ,186,17,0,0,2021,,
9100000,0,0, Timothy Joel Jones ,214,21,0,0,2021,,
2600000,0,0, Raghu Raghuram ,32,18,0,0,2021,,
2400000,0,0, Julian Wheatland ,43,28,0,0,2021,,
6100000,0,0, Aron Ain ,83,7,0,0,2021,,
2500000,0,0, Yoshiyasu Sato ,41,8,0,0,2021,,
3100000,0,0, Tom Klaff ,41,24,0,0,2021,,
3500000,0,0, Pere Tura ,50,7,0,0,2021,,
3100000,0,0, Juan Daniel Nebel Romero ,38,3,0,0,2021,,
2500000000,0,0, Steve Hare ,15000,40,0,0,2021,,
40400000000,0,0, Carlo Messina ,355,34,0,0,2021,,
2600000,0,0, Jeremy Gidlow ,52,3,0,0,2021,,
4200000,0,0, Ammu Warrier ,91,26,0,0,2021,,
5400000,0,0, Doug Martin ,75,20,0,0,2021,,
11500000,0,0, Amy Brandt ,153,30,0,0,2021,,
57200000,0,0, Stephen Farrell ,1000,20,0,0,2021,,
3900000,0,0, Gary Leikin ,50,3,0,0,2021,,
3400000,0,0, Simo Salmensuu ,58,15,0,0,2021,,
15100000,0,0, Randy Timmons ,284,18,0,0,2021,,
220100000,0,0, Bill Ballhaus ,255,21,0,0,2021,,
2400000,0,0, Aka Samara ,75,4,0,0,2021,,
8500000,0,0, Devin Redmond ,296,10,0,0,2021,,
2700000,0,0, Tom DeBord ,51,16,0,0,2021,,
638900000,0,0, Jason Harvinson ,516,7,0,0,2021,,
12600000,0,0, John Haley ,336,20,0,0,2021,,
3200000,0,0, Tim Meadows ,42,18,0,0,2021,,
197700000,0,0, Karen Paterson ,6000,11,0,0,2021,,
9500000,0,0, Arvind Krishna ,119,31,0,0,2021,,
4600000,0,0, Odd Arne Kristengard ,87,37,0,0,2021,,
2800000,0,0, Jeff Rinser ,44,8,0,0,2021,,
4800000,0,0, Josee St-Martin ,64,20,0,0,2021,,
3700000,0,0, Ali Moosani ,74,10,0,0,2021,,
3200000,0,0, Yoav Kirmayer ,51,15,0,0,2021,,
2500000,0,0, Jo Lynn Clemens ,32,5,0,0,2021,,
2700000,0,0, Ian Partington ,41,13,0,0,2021,,
7400000,0,0, David Antebi ,182,0,0,0,2021,,
3500000,0,0, Gilberto Vieira Filho ,53,31,0,0,2021,,
4000000,0,0, Stuart Harper ,75,9,0,0,2021,,
4800000,0,0,,110,21,0,0,2021,,
4200000,0,0, Chris Turchin ,63,22,0,0,2021,,
3600000,0,0, Rodrigo Moulin Pinheiro ,43,9,0,0,2021,,
3200000,0,0, Jan Baksa ,38,4,0,0,2021,,
2800000,0,0, Michael Canzian ,93,15,0,0,2021,,
3200000,0,0, Pieterjan Bouten ,42,11,0,2000000000,2021,,
3500000,0,0, Magda Magnuszewska ,161,19,0,0,2021,,
5200000,0,0, Michael Agness ,116,14,0,0,2021,,
2900000,0,0, Vlad Shmunis ,64,13,0,0,2021,,
154900000,0,0, Shane Hammond ,2000,22,0,0,2021,,
7800000,0,0, Ashay Prabhu ,98,15,0,0,2021,,
2700000,0,0, Werner Krandick ,49,2,0,0,2021,,
9000000,0,0, Klaus von Rottkay ,290,14,0,0,2021,,
8000000,0,0, Vince Burkett ,193,45,0,0,2021,,
3600000,0,0, Shantanu Narayen ,59,18,0,3,2021,,
3100000,0,0, Lindy Benton ,61,0,0,0,2021,,
9900000,0,0, Aaron Schwarzberg ,137,17,0,0,2021,,
4700000,0,0, Patrick van den Berg ,79,13,0,0,2021,,
8000000,0,0, Eduardo Carboni Tardelli ,223,16,0,0,2021,,
2700000,0,0, Larry Buckley ,35,16,0,0,2021,,
3100000,0,0, Brian Doubles ,52,9,0,0,2021,,
7100000,0,0, Damian Hamp-Adams ,98,20,0,0,2021,,
3500000,0,0, Doug Winter ,46,22,0,0,2021,,
4500000,0,0, Chris Calhoun ,78,21,0,0,2021,,
4400000,0,0, John Peterson ,56,23,0,0,2021,,
6500000,0,0, Vassilis Zografos ,98,9,0,0,2021,,
4800000,0,0, David Morken ,157,16,0,0,2021,,
4900000,0,0, Leon van de Pas ,73,9,0,0,2021,,
3900000,0,0, Ville Ilves ,91,12,0,0,2021,,
3500000,0,0, Abdur Rehman Chinoy ,75,2,0,0,2021,,
3600000,0,0, Faruk Agoro ,81,22,0,0,2021,,
3100000,0,0, Craig Jordan ,37,7,0,2000000000,2021,,
15700000,0,0, Matt Cole ,248,0,0,0,2021,,
3100000,0,0, Ari Evans ,154,35,0,0,2021,,
12300000,0,0, Nick Panagiotacopulos ,164,11,0,0,2021,,
2500000,0,0, Markus Schunemann ,30,3,0,0,2021,,
14200000,0,0, Karin Gerritsen ,203,99,0,0,2021,,
2900000,0,0, Patrick Bunnik ,52,12,0,0,2021,,
589500000,0,0, Ajay Bhutoria ,11000,30,0,0,2021,,
20100000,0,0, David Ortiz ,885,33,0,0,2021,,
76000000,0,0, Michael Hayford ,207,11,0,0,2021,,
5000000,0,0, Troy Marchand ,74,29,0,0,2021,,
2800000,0,0, Gina Drossos ,52,15,0,0,2021,,
9100000,0,0, Federico Marturano ,277,48,0,0,2021,,
3900000,0,0, Simon Cleaver ,240,10,0,0,2021,,
27600000,0,0, Gregory Webb ,340,13,0,0,2021,,
69000000,0,0, Luc Filiatreault ,820,25,0,0,2021,,
17600000,0,0, Garrick Barr ,400,17,0,0,2021,,
2800000,0,0, Frederic Boulanger ,167,24,0,0,2021,,
3500000,0,0, Jimmy Kelly ,47,12,0,0,2021,,
2500000,0,0, Mateusz Sojka ,48,8,0,0,2021,,
7500000,0,0, Hendrik Scherf ,136,0,0,0,2021,,
3600000,0,0, Matt Gutermuth ,59,16,0,0,2021,,
3300000,0,0, Dan Radu ,42,8,0,0,2021,,
3200000,0,0, Robert Chiti ,49,11,0,0,2021,,
6200000,0,0, Bart Welch ,106,11,0,0,2021,,
3300000,0,0, Erwan Le Duff ,56,15,0,0,2021,,
4500000,0,0,,171,22,0,0,2021,,
24800000,0,0, Robert Spiltyns ,339,48,0,0,2021,,
4099999.9999999995,0,0, Aisyah Bakrie ,52,23,0,0,2021,,
3200000,0,0, Rajesh T.S Reddy ,137,20,0,0,2021,,
13200000,0,0, Manohar Kesireddy ,241,10,0,0,2021,,
2600000,0,0, Luc Pirenne ,52,20,0,0,2021,,
81600000,0,0, Zach Best ,1000,14,0,0,2021,,
4200000,0,0, Steven Arrazola De Oñate ,55,12,0,0,2021,,
3000000,0,0, Suzy Ferreira ,37,2,0,0,2021,,
9000000,0,0, Scott Beaty ,112,31,0,0,2021,,
2600000,0,0, Vivek Dodd ,68,20,0,0,2021,,
3300000,0,0, Sergio Lopez Costa ,47,14,0,0,2021,,
2900000,0,0, Clemente Theotokis ,38,2,0,0,2021,,
34000000,0,0, Mike Sheehan ,163,14,0,0,2021,,
2800000,0,0, Don Loonam ,47,4,0,0,2021,,
3300000,0,0, Warren G. ,44,3,0,0,2021,,
9200000,0,0, Mario Kaphan ,163,21,0,0,2021,,
3500000,0,0, Wambura Kimunyu ,76,10,0,0,2021,,
3800000,0,0, Mike Maiolo ,63,15,0,0,2021,,
9100000,0,0, Chris Bayne ,178,11,0,0,2021,,
123200000,0,0, Tim Griffiths ,2000,25,0,0,2021,,
3500000,0,0, Joel Lange ,97,17,0,0,2021,,
6200000,0,0, John Katzman ,85,17,0,0,2021,,
2600000,0,0, Nick Ramond ,85,15,0,0,2021,,
2700000,0,0, Robert Bixby ,66,13,0,0,2021,,
58900000,0,0, Roberto Loiola ,2000,100,0,0,2021,,
4700000,0,0, Michael Bodson ,264,20,0,0,2021,,
6300000,0,0, Thierry Weulersse ,244,20,0,0,2021,,
3100000,0,0, Daniel Juarez ,68,5,0,0,2021,,
2900000,0,0, Lynn Lieber ,41,24,0,0,2021,,
4800000,0,0, Mike Hardy ,81,36,0,0,2021,,
2600000,0,0, David Felsentha; ,77,12,0,0,2021,,
3100000,0,0, Jonathan Guillemain ,40,0,0,0,2021,,
4200000,0,0, Steve Landman ,93,6,0,0,2021,,
1700000,0,0, Kresten Juel Jensen ,24,9,0,0,2021,,
2600000,0,0, Eric Dillon ,45,6,0,0,2021,,
3500000,0,0, Thomas Duscha ,45,4,0,0,2021,,
4300000,0,0, Abdelkrim Benamar ,127,21,0,0,2021,,
25200000,0,0, Jared Krumper ,438,16,0,0,2021,,
4000000,0,0, David Peterson ,65,13,0,0,2021,,
25000000,0,0, Rupert Morrison ,419,13,0,0,2021,,
2600000,0,0, Evan Teshima ,82,10,0,0,2021,,
6200000,0,0, Jean Christophe Peaudeau ,175,11,0,0,2021,,
3000000,0,0, Peter Lenardos ,64,23,0,0,2021,,
3900000,0,0, Diego Gonzales ,61,0,0,0,2021,,
9600000,0,0, Scott Kaufman ,250,16,0,0,2021,,
4800000,0,0, Romesh Wadhwani ,98,9,0,0,2021,,
4800000,0,0, Stefan Heck ,142,6,0,0,2021,,
3500000,0,0, Craig Such ,56,10,0,0,2021,,
4500000,0,0, Andreas Knoor ,79,22,0,0,2021,,
3600000,0,0, Stephen Streater ,49,23,0,0,2021,,
16200000,0,0, Bruce Bishop ,316,16,0,0,2021,,
22400000,0,0, Phil Stewart ,457,109,0,0,2021,,
3300000,0,0, Jake Sindt ,50,12,0,0,2021,,
5000000,0,0, Richard Wilson ,92,26,0,0,2021,,
6200000,0,0, Kosta Kantchev ,130,16,0,0,2021,,
201600000,0,0, Blair Cameron ,3000,30,0,0,2021,,
7800000,0,0, Kevin McArdle ,99,6,0,0,2021,,
3800000,0,0, Clive Killops ,50,12,0,0,2021,,
10500000,0,0, Chris Allan ,170,11,0,0,2021,,
3100000,0,0, Jay Kuhlman ,50,10,0,0,2021,,
14800000,0,0, George Kurian ,239,12,0,0,2021,,
27000000,0,0, Lukas Ruflin ,505,14,0,0,2021,,
16600000.000000002,0,0, Luiz Henrique Didier Jr.  ,238,32,0,0,2021,,
3500000,0,0, Darren Entwistle ,57,22,0,0,2021,,
4099999.9999999995,0,0, Wilhelm Velten ,192,37,0,0,2021,,
6300000,0,0, Bernhard Grunder ,132,22,0,0,2021,,
3400000,0,0, Juan Francisco Gil Rabadan ,63,21,0,0,2021,,
3700000,0,0, Vaibhav Nadgauda ,100,8,0,0,2021,,
4500000,0,0, Fabio Violante ,97,21,0,0,2021,,
16100000.000000002,0,0, Vincente Vilata Tamarit ,402,26,0,0,2021,,
4099999.9999999995,0,0, Shawn Concannon ,82,38,0,0,2021,,
2700000,0,0, Raul Lima ,49,9,0,0,2021,,
4500000,0,0, Guy Cicconi ,54,39,0,0,2021,,
37800000,0,0, Mike Nabulsi ,804,30,0,0,2021,,
28000000,0,0, Jarrod Yuster ,310,22,0,0,2021,,
15100000,0,0, Mark Peterson ,262,19,0,0,2021,,
2700000,0,0, Brad Gammons ,51,36,0,0,2021,,
3100000,0,0, Jim Burleigh ,49,8,0,0,2021,,
69100000,0,0, Stephen Lathrope ,1000,19,0,0,2021,,
4300000,0,0, Jonas Vestin ,126,32,0,0,2021,,
46500000,0,0, Michelle Abbey ,577,15,0,0,2021,,
7300000,0,0, Christian Stendevad ,88,8,0,0,2021,,
3200000,0,0, Moe Dorfner ,49,5,0,0,2021,,
4600000,0,0, Alan Trefler ,145,9,0,0,2021,,
7800000,0,0, Shahid Bandarkar ,94,14,0,0,2021,,
7900000,0,0, Simon Payne ,184,38,0,0,2021,,
7600000,0,0, Jim Hemmer ,135,22,0,0,2021,,
3200000,0,0, Kask Shaikh ,39,24,0,0,2021,,
15000000,0,0, Steve Robinson ,349,18,0,0,2021,,
34300000,0,0, Sejal Choksi Pietrzak ,1000,22,0,0,2021,,
3400000,0,0, Rene Persoon ,57,18,0,0,2021,,
4500000,0,0, Bjonar Hakensmoen ,103,39,0,0,2021,,
3300000,0,0, Heather Smith ,45,7,0,0,2021,,
120000000,0,0, Rafael Collado ,400,20,0,0,2021,,
8900000,0,0, Tine Vandenbreeden ,124,21,0,0,2021,,
3200000,0,0, Chris Ripley ,60,8,0,0,2021,,
5600000,0,0, Sarah Miyazawa LaFleur ,110,8,0,0,2021,,
6200000,0,0, Mathias Strasse ,146,13,0,0,2021,,
14300000,0,0, Kathrin Nusser ,285,10,0,0,2021,,
6700000,0,0, Olivier Dellenbach ,90,22,0,0,2021,,
11900000,0,0, Amit Agrawal ,145,12,0,0,2021,,
6200000,0,0, Oliver Fortuin ,281,15,0,0,2021,,
5100000,0,0, Paul Cormier ,64,8,0,0,2021,,
10100000,0,0, Dave Ward ,134,6,0,0,2021,,
174700000,0,0, Christopher Usher ,826,53,0,0,2021,,
3500000,0,0, Eric Vaughan ,69,21,0,0,2021,,
18600000,0,0, Ron Collins ,338,28,0,0,2021,,
338700000,0,0, Nils Olsson ,261,31,0,0,2021,,
7200000,0,0, Dean Pezza ,156,26,0,0,2021,,
15300000,0,0, Pedro Henrique Freitas ,176,8,0,0,2021,,
9500000,0,0, Nicole DuPont Latimer ,163,16,0,0,2021,,
63800000,0,0, Vladimir Pravdivy ,954,14,0,0,2021,,
4600000,0,0, Hardi Meybaum ,98,12,0,0,2021,,
2700000,0,0, Chris Calamos ,32,25,0,0,2021,,
28000000,0,0, Jens Meggers ,206,22,0,0,2021,,
3300000,0,0,,43,43,0,0,2021,,
16500000,0,0, Hampton Wall ,424,28,0,0,2021,,
11000000,0,0, Erol Bilecik ,207,32,0,0,2021,,
2600000,0,0, Andrew Jenkins ,35,6,0,0,2021,,
6500000,0,0, Guy Levy Yurista ,73,10,0,0,2021,,
3300000,0,0, Kevin Samuelson ,42,21,0,0,2021,,
22200000,0,0, Mark Lazar ,259,13,0,0,2021,,
4800000,0,0, Brian Thompson ,65,17,0,0,2021,,
6100000,0,0, Kelly Robertson ,127,19,0,0,2021,,
6100000,0,0, Richard Couture ,69,18,0,0,2021,,
12000000,0,0, Ki Nam Kim ,242,9,0,0,2021,,
567100000,0,0, Rick Mace ,1000,30,0,0,2021,,
19500000,0,0, Louis Roy ,368,17,0,0,2021,,
3700000,0,0, John Vifian ,42,12,0,3,2021,,
8900000,0,0, Hd Hamel ,308,34,0,0,2021,,
3500000,0,0, Giacomo Ruggiero ,49,7,0,0,2021,,
3100000,0,0, Anand Lakshman ,37,9,0,0,2021,,
4900000,0,0, Donald Monistere ,62,20,0,0,2021,,
5000000,0,0, Stuart Connolly ,67,7,0,0,2021,,
13300000,0,0, Steve Hopkins ,452,63,0,0,2021,,
3100000,0,0, Taylor Ablitt ,70,8,0,0,2021,,
28000000,0,0, Robert Brisco ,570,26,0,0,2021,,
5500000,0,0, Andrew McLeod ,109,5,0,0,2021,,
45300000,0,0, Jason Harrington ,566,41,0,0,2021,,
7300000,0,0, Amir Ghaffar ,88,14,0,0,2021,,
4400000,0,0, Hastono Bayu ,119,14,0,0,2021,,
3300000,0,0, Shirley West ,48,17,0,0,2021,,
2800000,0,0, Chrishan Perera ,32,9,0,0,2021,,
5100000,0,0, Dmitry Ushakov ,160,19,0,0,2021,,
4600000,0,0, Nick Howes ,72,12,0,0,2021,,
3100000,0,0, Sebastian Thrun ,106,9,0,0,2021,,
41100000,0,0, Troels Philip Jensen ,687,19,0,0,2021,,
5700000,0,0, Arjan Schouten ,94,37,0,0,2021,,
6900000,0,0, Mark Smith ,95,12,0,0,2021,,
5400000,0,0, Scott Stephenson ,62,14,0,0,2021,,
73800000,0,0, Ed Boyajian ,924,13,0,0,2021,,
3600000,0,0, Runar Reistrup ,48,9,0,0,2021,,
2700000,0,0, Mitchell Knisbacher ,39,31,0,0,2021,,
3100000,0,0, Arthur Sadoun ,55,13,0,0,2021,,
10600000,0,0, Jonah Paransky ,139,8,0,0,2021,,
17100000,0,0, Sam Wu ,273,14,0,0,2021,,
13700000,0,0, Steve Lewis ,316,26,0,0,2021,,
7200000,0,0, Geoff Bellew ,91,20,0,0,2021,,
11500000,0,0, Jim Howard ,170,52,0,0,2021,,
3400000,0,0, Ellen Coulter ,44,36,0,0,2021,,
9700000,0,0, Steve Wigginton ,123,4,0,0,2021,,
66400000.00000001,0,0, Adam Ross ,1000,21,0,0,2021,,
4900000,0,0, Sean Griffey ,113,13,0,0,2021,,
33299999.999999996,0,0, Daniel Jablonsky ,406,29,0,0,2021,,
13800000,0,0, Hazel Wheldon ,191,38,0,0,2021,,
15900000,0,0, Michael Litt ,255,7,0,0,2021,,
3000000,0,0, Kumsar Bayazit ,35,22,0,0,2021,,
105600000,0,0, Tom Franceski ,5000,49,0,0,2021,,
21400000,0,0, Kyle Brien ,315,19,0,0,2021,,
4300000,0,0, Matt Chang ,75,9,0,0,2021,,
9900000,0,0, Chris Litster ,292,17,0,0,2021,,
6000000,0,0, Gino Porazzo ,85,11,0,0,2021,,
15200000,0,0, Phil Saunders ,215,22,0,0,2021,,
4000000,0,0, Abhijit Dubey ,81,21,0,0,2021,,
9000000,0,0, Max Berkemeier ,149,9,0,0,2021,,
4900000,0,0, Frans van Hulle ,58,5,0,0,2021,,
9400000,0,0, Ariel Charytan ,111,17,0,0,2021,,
5100000,0,0, Anuj Khanna Sohum ,57,7,0,0,2021,,
3500000,0,0, Oyebode Oyegoke-Akande ,47,9,0,0,2021,,
2600000,0,0, Cristian Lupu ,50,21,0,0,2021,,
2500000000,0,0, Kevin Lynch ,2000,19,0,0,2021,,
2600000,0,0, Rob Mathieson ,30,5,0,0,2021,,
6500000,0,0, Tran Ly ,99,30,0,0,2021,,
3200000,0,0, Nicolas Furlani ,51,7,0,0,2021,,
6100000,0,0, John Harrington ,68,22,0,0,2021,,
32100000,0,0, Kenneth Tuchman ,366,31,0,0,2021,,
5400000,0,0, Steve Giannnini ,82,7,0,0,2021,,
3000000,0,0, Micah Tapman ,80,6,0,0,2021,,
51100000,0,0, Mohamad Ballout ,608,3,0,0,2021,,
3000000,0,0, Mohammad Rashid Khan ,43,5,0,0,2021,,
59100000,0,0, Karel Van der Poel ,15000,17,0,0,2021,,
7300000,0,0, B Richardson ,103,22,0,0,2021,,
5100000,0,0, Steven Boal ,57,9,0,0,2021,,
4700000,0,0, Dr. Frank Thomson Leighton ,57,16,0,0,2021,,
24100000,0,0, Vinay Kruttiventi ,279,17,0,0,2021,,
5900000,0,0, John Hanjoo Lee ,271,6,0,0,2021,,
24200000,0,0, Alok Ajmera ,330,34,0,0,2021,,
3700000,0,0, Alexander (Sandy) Kemper ,44,6,0,0,2021,,
6200000,0,0, Dan Mishra ,190,32,0,0,2021,,
6500000,0,0, Dario Calogero ,172,8,0,0,2021,,
7900000,0,0, Juli Spottiswood ,92,22,0,0,2021,,
17500000,0,0, Danielle Mizia ,251,29,0,0,2021,,
3300000,0,0, Aiman Ezzat ,62,11,0,0,2021,,
1100000000,0,0, Colin Guinn ,3000,5,0,0,2021,,
5500000,0,0, Asher Mathew ,113,2,0,0,2021,,
